TITLE = "005.01"

VARIABLES = "GRID_LEVEL" "GRID_SIZE" "GRID_FAC" "MACH" "REY" "ALPHA"  "CL_TOT" "CD_TOT" "CM_TOT" "CL_WING" "CD_WING" "CM_WING" "CD_PR" "CD_SF" "CL_TAIL" "CD_TAIL" "CM_TAIL" "CL_FUS" "CD_FUS" "CM_FUS" "CL_NAC" "CD_NAC" "CM_NAC" "CL_PY" "CD_PY" "CM_PY" "CPU_Hours" "DELTAT" "CTUSTART" "CTUAVG" "Q/E"

DATASETAUXDATA ParticipantID   = "005"
DATASETAUXDATA SubmissionDate  = "05-01-2026"
DATASETAUXDATA Name            = "Jeffrey A. Housman"
DATASETAUXDATA Email           = "jeffrey.a.housman@nasa.gov"
DATASETAUXDATA Institution     = "NASA Ames Research Center"
DATASETAUXDATA SolverName      = "LAVA Curvilinear"
DATASETAUXDATA BasicAlgorithm  = "RANS"
DATASETAUXDATA TurbulenceModel = "SA-neg-QCR2000"
DATASETAUXDATA GridId          = "Multiblock/Overset"
DATASETAUXDATA Discretization  = "Finite difference"
DATASETAUXDATA Order           = "2"
DATASETAUXDATA DistanceCalc    = "Exact"
DATASETAUXDATA Notes           = "Data for configuration: FuseWing"

ZONE T="005.01 GRID LEVEL 1"
AUXDATA Tstatic         = "322.04 K"
AUXDATA Deltat          = "N/A"
AUXDATA GridFileName    = "grid_R1_0_A-1_50.x, grid_R1_0_A2_50.x, ..., grid_R1_0_A4_25.x"
AUXDATA Misc            = "Different grid used for each alpha to match wing deflection"

1 21592302 1.2896e-05 0.85 5000000.0 -1.50 -0.007244 0.016221 -0.047510 -0.006566 0.008404 -0.010944 0.004742 0.011479 -999 -999 -999 -0.000678 0.007817 -0.036566 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 7.8e+04
1 21592302 1.2896e-05 0.85 5000000.0 2.50 0.508091 0.026347 -0.094995 0.442817 0.015687 -0.135851 0.014987 0.011361 -999 -999 -999 0.065274 0.010660 0.040856 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 7.8e+04
1 21592302 1.2896e-05 0.85 5000000.0 2.75 0.542054 0.028530 -0.098461 0.472256 0.017401 -0.143969 0.017235 0.011295 -999 -999 -999 0.069798 0.011129 0.045508 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 7.8e+04
1 21592302 1.2896e-05 0.85 5000000.0 3.00 0.574668 0.031183 -0.101464 0.500348 0.019542 -0.151527 0.019965 0.011218 -999 -999 -999 0.074321 0.011641 0.050063 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 7.8e+04
1 21592302 1.2896e-05 0.85 5000000.0 3.25 0.603390 0.034301 -0.102173 0.524760 0.022123 -0.156750 0.023171 0.011131 -999 -999 -999 0.078629 0.012179 0.054577 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 7.8e+04
1 21592302 1.2896e-05 0.85 5000000.0 3.50 0.626663 0.037857 -0.099409 0.544006 0.025110 -0.158429 0.026814 0.011043 -999 -999 -999 0.082657 0.012746 0.059021 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 7.8e+04
1 21592302 1.2896e-05 0.85 5000000.0 3.75 0.646415 0.041763 -0.094146 0.559877 0.028419 -0.157571 0.030800 0.010963 -999 -999 -999 0.086538 0.013344 0.063425 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 7.8e+04
1 21592302 1.2896e-05 0.85 5000000.0 4.00 0.665089 0.045953 -0.088351 0.574718 0.031977 -0.156157 0.035066 0.010887 -999 -999 -999 0.090371 0.013975 0.067806 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 7.8e+04
1 21592302 1.2896e-05 0.85 5000000.0 4.25 0.682532 0.050341 -0.081894 0.588409 0.035705 -0.154073 0.039526 0.010814 -999 -999 -999 0.094123 0.014636 0.072179 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 7.8e+04
ZONE T="005.01 GRID LEVEL 2"
AUXDATA Tstatic         = "322.04 K"
AUXDATA Deltat          = "N/A"
AUXDATA GridFileName    = "grid_R1_0_A-1_50.x, grid_R1_0_A2_50.x, ..., grid_R1_0_A4_25.x"
AUXDATA Misc            = "Different grid used for each alpha to match wing deflection"

2 59989766 6.5255e-06 0.85 5000000.0 -1.50 -0.007261 0.016062 -0.047704 -0.006571 0.008339 -0.010989 0.004555 0.011507 -999 -999 -999 -0.000689 0.007723 -0.036715 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 7.8e+04
2 59989766 6.5255e-06 0.85 5000000.0 2.50 0.508021 0.026188 -0.094856 0.442730 0.015608 -0.135612 0.014794 0.011394 -999 -999 -999 0.065291 0.010580 0.040757 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 7.8e+04
2 59989766 6.5255e-06 0.85 5000000.0 2.75 0.542473 0.028383 -0.098632 0.472626 0.017332 -0.144055 0.017053 0.011330 -999 -999 -999 0.069847 0.011051 0.045423 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 7.8e+04
2 59989766 6.5255e-06 0.85 5000000.0 3.00 0.575752 0.031056 -0.102148 0.501360 0.019490 -0.152134 0.019800 0.011256 -999 -999 -999 0.074392 0.011566 0.049987 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 7.8e+04
2 59989766 6.5255e-06 0.85 5000000.0 3.25 0.604807 0.034185 -0.103216 0.526109 0.022079 -0.157722 0.023015 0.011170 -999 -999 -999 0.078698 0.012106 0.054506 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 7.8e+04
2 59989766 6.5255e-06 0.85 5000000.0 3.50 0.628001 0.037756 -0.100173 0.545248 0.025080 -0.159133 0.026672 0.011084 -999 -999 -999 0.082753 0.012676 0.058961 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 7.8e+04
2 59989766 6.5255e-06 0.85 5000000.0 3.75 0.647509 0.041656 -0.094722 0.560881 0.028379 -0.158091 0.030653 0.011003 -999 -999 -999 0.086628 0.013277 0.063370 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 7.8e+04
2 59989766 6.5255e-06 0.85 5000000.0 4.00 0.665349 0.045828 -0.088259 0.574912 0.031919 -0.155981 0.034900 0.010927 -999 -999 -999 0.090437 0.013909 0.067722 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 7.8e+04
2 59989766 6.5255e-06 0.85 5000000.0 4.25 0.681936 0.050170 -0.081256 0.587790 0.035602 -0.153342 0.039315 0.010855 -999 -999 -999 0.094146 0.014568 0.072087 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 7.8e+04
ZONE T="005.01 GRID LEVEL 3"
AUXDATA Tstatic         = "322.04 K"
AUXDATA Deltat          = "N/A"
AUXDATA GridFileName    = "grid_R1_0_A-1_50.x, grid_R1_0_A2_50.x, ..., grid_R1_0_A4_25.x"
AUXDATA Misc            = "Different grid used for each alpha to match wing deflection"

3 167939359 3.2852e-06 0.85 5000000.0 -1.50 -0.007059 0.016001 -0.047787 -0.006548 0.008312 -0.011083 0.004475 0.011527 -999 -999 -999 -0.000510 0.007690 -0.036704 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 7.8e+04
3 167939359 3.2852e-06 0.85 5000000.0 2.50 0.508530 0.026143 -0.095045 0.443083 0.015592 -0.135777 0.014727 0.011417 -999 -999 -999 0.065447 0.010551 0.040732 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 7.8e+04
3 167939359 3.2852e-06 0.85 5000000.0 2.75 0.543347 0.028350 -0.099131 0.473325 0.017326 -0.144514 0.016995 0.011354 -999 -999 -999 0.070022 0.011023 0.045383 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 7.8e+04
3 167939359 3.2852e-06 0.85 5000000.0 3.00 0.577079 0.031039 -0.103051 0.502491 0.019499 -0.152987 0.019758 0.011281 -999 -999 -999 0.074588 0.011540 0.049936 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 7.8e+04
3 167939359 3.2852e-06 0.85 5000000.0 3.25 0.606543 0.034178 -0.104468 0.527623 0.022096 -0.158922 0.022981 0.011196 -999 -999 -999 0.078920 0.012081 0.054453 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 7.8e+04
3 167939359 3.2852e-06 0.85 5000000.0 3.50 0.629918 0.037746 -0.101663 0.546940 0.025093 -0.160552 0.026636 0.011110 -999 -999 -999 0.082978 0.012653 0.058889 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 7.8e+04
3 167939359 3.2852e-06 0.85 5000000.0 3.75 0.648908 0.041635 -0.095805 0.562078 0.028382 -0.159087 0.030606 0.011029 -999 -999 -999 0.086830 0.013253 0.063282 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 7.8e+04
3 167939359 3.2852e-06 0.85 5000000.0 4.00 0.666239 0.045789 -0.088931 0.575623 0.031904 -0.156564 0.034837 0.010952 -999 -999 -999 0.090616 0.013885 0.067633 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 7.8e+04
3 167939359 3.2852e-06 0.85 5000000.0 4.25 0.682343 0.050124 -0.081531 0.588025 0.035580 -0.153503 0.039246 0.010878 -999 -999 -999 0.094319 0.014544 0.071973 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 7.8e+04
